Sr no,Name,MoneyControl_link,News_link
269,KEC+International+Ltd/India+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
270,KEI+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
271,Kesoram+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
272,Kirloskar+Oil+Engines+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
273,Kotak+Mahindra+Bank+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
274,KPIT+Technologies+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
275,KPR+Mill+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
276,KRBL+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
277,Kwality+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
278,L%26T+Finance+Holdings+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
279,L%26T+Technology+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
280,La+Opala+Rg+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
281,Lakshmi+Machine+Works+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
282,Lakshmi+Vilas+Bank+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
283,Larsen+%26+Toubro+Infotech+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
284,Larsen+%26+Toubro+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
285,Laurus+Labs+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
286,LIC+Housing+Finance+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
287,Linde+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
288,Lupin+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
289,Magma+Fincorp+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
290,Mahanagar+Gas+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
291,Mahindra+%26+Mahindra+Financial+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
292,Mahindra+%26+Mahindra+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
293,Mahindra+CIE+Automotive+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
294,Mahindra+Holidays+%26+Resorts+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
295,Mahindra+Lifespace+Developers+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
296,Manappuram+Finance+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
297,Mangalore+Refinery+%26+Petrochemicals+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
298,Manpasand+Beverages+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
299,Marico+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
300,Marksans+Pharma+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
301,Maruti+Suzuki+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
302,Max+Financial+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
303,Max+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
304,McLeod+Russel+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
305,Meghmani+Organics+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
306,Minda+Corporation+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
307,Minda+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
308,MindTree+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
309,MMTC+LTD+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
310,MOIL+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
311,Monsanto+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
312,Motherson+Sumi+Systems+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
313,Motilal+Oswal+Financial+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
314,MphasiS+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
315,MRF+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
316,Multi+Commodity+Exchange+of+India+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
317,Muthoot+Finance+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
318,Narayana+Hrudayalaya+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
319,Natco+Pharma+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
320,National+Aluminium+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
321,Nava+Bharat+Ventures+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
322,Navin+Fluorine+International+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
323,Navkar+Corporation+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
324,Navneet+Education+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
325,NBCC+(India)+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
326,NCC+Ltd/India+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
327,Nestle+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
328,Network+18+Media+%26+Investments+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
329,NHPC+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
330,NIIT+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
331,NIIT+Technologies+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
332,Nilkamal+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
333,NLC+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
334,NMDC+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
335,NOCIL+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
336,NTPC+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
337,Oberoi+Realty+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
338,Oil+%26+Natural+Gas+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
339,Oil+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
340,Omaxe+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
341,Oracle+Financial+Services+Software+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
342,Orient+Cement+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
343,Oriental+Bank+Of+Commerce+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
344,Page+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
345,Parag+Milk+Foods+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
346,PC+Jeweller+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
347,Persistent+Systems+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
348,Petronet+LNG+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
349,Pfizer+Ltd+(India)+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
350,Phillips+Carbon+Black+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
351,Phoenix+Mills+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
352,PI+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
353,Pidilite+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
354,Piramal+Enterprises+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
355,PNB+Housing+Finance+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
356,PNC+Infratech+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
357,Power+Finance+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
358,Power+Grid+Corp+of+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
359,Praj+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
360,Prestige+Estates+Projects+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
361,Prism+Cement+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
362,Procter+%26+Gamble+Hygiene+%26+Health+Care+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
363,PTC+India+Financial+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
364,PTC+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
365,Punjab+National+Bank+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
366,PVR+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
367,Quess+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
368,Radico+Khaitan+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
369,Rain+Industries+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
370,Rajesh+Exports+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
371,Rallis+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
372,Ramco+Cements+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
373,Rashtriya+Chemicals+%26+Fertilizers+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
374,Ratnamani+Metals+%26+Tubes+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
375,Raymond+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
376,RBL+Bank+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
377,Redington+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
378,Relaxo+Footwears+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
379,Reliance+Communications+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
380,Reliance+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
381,Reliance+Infrastructure+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
382,Reliance+Naval+and+Engineering+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
383,Reliance+Power+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
384,Repco+Home+Finance+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
385,Rural+Electrification+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
386,S+H+Kelkar+and+Company+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
387,Sadbhav+Engineering+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
388,Sanofi+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
389,Schaeffler+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
390,Schneider+Electric+Infrastructure+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
391,Sequent+Scientific+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
392,Shankara+Building+Products+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
393,Sharda+Cropchem+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
394,Sheela+Foam+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
395,Shilpa+Medicare+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
396,Shipping+Corp+of+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
397,Shoppers+Stop+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
398,Shree+Cement+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
399,Shree+Renuka+Sugars+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
400,Shriram+City+Union+Finance+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
401,Shriram+Transport+Finance+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
402,Siemens+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
403,Sintex+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
404,Siti+Networks+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
405,SJVN+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
406,SKF+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
407,Sobha+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
408,Solar+Industries+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
409,Somany+Ceramics+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
410,Sonata+Software+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
411,South+Indian+Bank+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
412,SpiceJet+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
413,SREI+Infrastructure+Finance+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
414,SRF+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
415,State+Bank+of+India+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
416,Steel+Authority+of+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
417,Sterlite+Technologies+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
418,Strides+Shasun+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
419,Sudarshan+Chemical+Industries+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
420,Sun+Pharma+Advanced+Research+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
421,Sun+Pharmaceutical+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
422,Sun+TV+Network+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
423,Sundaram+Clayton+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
424,Sundaram+Fastners+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
425,Sunteck+Realty+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
426,Suprajit+Engineering+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
427,Supreme+Industries+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
428,Supreme+Petrochem+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
429,Suven+Life+Sciences+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
430,Suzlon+Energy+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
431,Swan+Energy+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
432,Symphony+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
433,Syndicate+Bank+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
434,Syngene+International+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
435,Take+Solutions+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
436,Tamilnadu+Newsprint+%26+Papers+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
437,Tata+Chemicals+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
438,Tata+Coffee+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
439,Tata+Communications+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
440,Tata+Consultancy+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
441,Tata+Elxsi+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
442,Tata+Global+Beverages+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
443,Tata+Investment+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
444,Tata+Metaliks+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
445,Tata+Motors+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
446,Tata+Motors+Ltd+DVR+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
447,Tata+Power+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
448,Tata+Sponge+Iron+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
449,Tata+Steel+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
450,Tech+Mahindra+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
451,Techno+Electric+%26+Engineering+Co.+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
452,Tejas+Networks+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
453,Texmaco+Rail+%26+Engineering+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
454,Thermax+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
455,Thomas+Cook+(India)+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
456,Thyrocare+Technologies+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
457,Time+Technoplast+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
458,Timken+India+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
459,Titagarh+Wagons+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
460,Titan+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
461,Torrent+Pharmaceuticals+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
462,Torrent+Power+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
463,Trent+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
464,Trident+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
465,Triveni+Turbine+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
466,TTK+Prestige+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
467,TV+Today+Network+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
468,TV18+Broadcast+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
469,TVS+Motor+Co+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
470,TVS+Srichakra+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
471,UCO+Bank+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
472,Uflex+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
473,Ujjivan+Financial+Services+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
474,UltraTech+Cement+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
475,Unichem+Laboratories+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
476,Union+Bank+of+India+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
477,Unitech+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
478,United+Breweries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
479,UPL+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
480,V-Guard+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
481,V-Mart+Retail+Limited+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
482,VA+Tech+Wabag+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
483,Vakrangee+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
484,Vardhman+Textiles+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
485,Varun+Beverages+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
486,Vedanta+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
487,Venky%27s+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
488,Vijaya+Bank+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
489,Vinati+Organics+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
490,VIP+Industries+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
491,Voltas+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
492,VST+Industries+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
493,WABCO+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
494,Welspun+Corp+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
495,Welspun+India+Ltd.+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
496,Whirlpool+of+India+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
497,Wipro+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
498,Wockhardt+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
499,Yes+Bank+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
500,Zee+Entertainment+Enterprises+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
501,Zensar+Technologies+Ltd+moneycontrol,"('/company-article/andhrabank/news/AB14#AB14',)",
