Sr.no,id,name,moneycontrol_link,news,cnews
43,532424,GODREJ CONSUMER PRODUCTS LTD.,http://www.moneycontrol.com/india/stockpricequote/personal-care/godrejconsumerproducts/GCP,http://www.moneycontrol.com/company-article/godrejconsumerproducts/news/GCP#GCP,
44,500387,SHREE CEMENT LTD.,http://www.moneycontrol.com/india/stockpricequote/cement-major/shreecements/SC12,http://www.moneycontrol.com/company-article/shreecements/news/SC12#SC12,
45,500104,HINDUSTAN PETROLEUM CORPORATION LTD.,http://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,http://www.moneycontrol.com/company-article/hindustanpetroleumcorporation/news/HPC#HPC,
46,532792,CAIRN INDIA LTD.,http://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/cairnindia/CI37,http://www.moneycontrol.com/company-article/cairnindia/news/CI37#CI37,
47,540133,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD.,http://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01,http://www.moneycontrol.com/company-article/iciciprudentiallifeinsurancecompany/news/IPL01#IPL01,
48,517334,MOTHERSON SUMI SYSTEMS LTD.,http://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mothersonsumisystems/MSS01,http://www.moneycontrol.com/company-article/mothersonsumisystems/news/MSS01#MSS01,
49,500096,DABUR INDIA LTD.,http://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI,http://www.moneycontrol.com/company-article/daburindia/news/DI#DI,
50,505537,ZEE ENTERTAINMENT ENTERPRISES LTD.,http://www.moneycontrol.com/india/stockpricequote/media-entertainment/zeeentertainmententerprises/ZEE,http://www.moneycontrol.com/company-article/zeeentertainmententerprises/news/ZEE#ZEE,
51,500124,DR.REDDY'S LABORATORIES LTD.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL,http://www.moneycontrol.com/company-article/drreddyslaboratories/news/DRL#DRL,
52,500087,CIPLA LTD.,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C,http://www.moneycontrol.com/company-article/cipla/news/C#C,
53,532755,TECH MAHINDRA LTD.,http://www.moneycontrol.com/india/stockpricequote/computers-software/techmahindra/TM4,http://www.moneycontrol.com/company-article/techmahindra/news/TM4#TM4,
54,500470,TATA STEEL LTD.,http://www.moneycontrol.com/india/stockpricequote/steel-large/tatasteel/TIS,http://www.moneycontrol.com/company-article/tatasteel/news/TIS#TIS,
55,500300,GRASIM INDUSTRIES LTD.,http://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01,http://www.moneycontrol.com/company-article/grasimindustries/news/GI01#GI01,
56,500425,AMBUJA CEMENTS LTD.,http://www.moneycontrol.com/india/stockpricequote/cement-major/ambujacements/AC18,http://www.moneycontrol.com/company-article/ambujacements/news/AC18#AC18,
57,500228,JSW STEEL LTD.,http://www.moneycontrol.com/india/stockpricequote/steel-large/jswsteel/JSW01,http://www.moneycontrol.com/company-article/jswsteel/news/JSW01#JSW01,
58,526371,NMDC LTD.,http://www.moneycontrol.com/india/stockpricequote/mining-minerals/nmdc/NMD02,http://www.moneycontrol.com/company-article/nmdc/news/NMD02#NMD02,
